"","NbCant","Période","NomCant","Mois","NumBranche","Front_F_Branche","Emplois","Part"
"2258",24,"2011Q2","Neuchâtel",2011-06-01,"NB 78 ..... Activités liées à l'emploi",666,NA,NA
"2259",24,"2011Q2","Neuchâtel",2011-06-01,"O 84 > Administration publique",2,NA,NA
"2260",24,"2011Q2","Neuchâtel",2011-06-01,"P 85 > Enseignement",41,NA,NA
"2261",24,"2011Q2","Neuchâtel",2011-06-01,"Q 86 ..... Activités pour la santé humaine",410.1,NA,NA
"2262",24,"2011Q2","Neuchâtel",2011-06-01,"Q 86-88 > Santé humaine et action sociale",713.1,NA,NA
"2263",24,"2011Q2","Neuchâtel",2011-06-01,"Q 87 ..... Hébergement médico-social et social",213,NA,NA
"2264",24,"2011Q2","Neuchâtel",2011-06-01,"Q 88 ..... Action sociale sans hébergement",90,NA,NA
"2265",24,"2011Q2","Neuchâtel",2011-06-01,"R 90-93 > Arts, spectacles et activités récréatives",23,NA,NA
"2266",24,"2011Q2","Neuchâtel",2011-06-01,"S 94-96 > Autres activités de services",102.6,NA,NA
"2267",24,"2011Q2","Neuchâtel",2011-06-01,"T 97-98 > Activités des ménages en tant qu'employeurs et producteurs",0,NA,NA
"2268",24,"2011Q2","Neuchâtel",2011-06-01,"U 99 > Activités extra-territoriales",0,NA,NA
"2269",24,"2011Q3","Neuchâtel",2011-09-01,"A 01-03 - Secteur primaire",33,2520,1.30952380952381
"2270",24,"2011Q3","Neuchâtel",2011-09-01,"A-U 01-99 Total",10178.8,100958,10.0822124051586
"2271",24,"2011Q3","Neuchâtel",2011-09-01,"B 05-09 > Industries extractives",7,NA,NA
"2272",24,"2011Q3","Neuchâtel",2011-09-01,"B-F 05-43 - Secteur secondaire",6085.8,34944,17.4158653846154
"2273",24,"2011Q3","Neuchâtel",2011-09-01,"C 10-33 > Industrie manufacturière",5788.8,NA,NA
"2274",24,"2011Q3","Neuchâtel",2011-09-01,"CA 10-12 ..... Industries alimentaires et du tabac",38,NA,NA
"2275",24,"2011Q3","Neuchâtel",2011-09-01,"CB 13-15 ..... Industries du textile et de l’habillement",58,NA,NA
"2276",24,"2011Q3","Neuchâtel",2011-09-01,"CC 16-18 ..... Industries du bois et du papier ; imprimerie",79,NA,NA
"2277",24,"2011Q3","Neuchâtel",2011-09-01,"CD,CE 19-20 ..... Cokéfaction, raffinage et industrie chimique",128,NA,NA
"2278",24,"2011Q3","Neuchâtel",2011-09-01,"CF 21 ..... Industrie pharmaceutique",109,NA,NA
"2279",24,"2011Q3","Neuchâtel",2011-09-01,"CG 22-23 ..... Industries du caoutchouc et du plastique",138,NA,NA
"2280",24,"2011Q3","Neuchâtel",2011-09-01,"CH 24-25 ..... Fabrication de produits métalliques",466,NA,NA
"2281",24,"2011Q3","Neuchâtel",2011-09-01,"CI 26 ..... Fabrication de produits informatiques et électroniques; horlogerie",2888.6,NA,NA
"2282",24,"2011Q3","Neuchâtel",2011-09-01,"CJ 27 ..... Fabrication d'équipements électriques",211.5,NA,NA
"2283",24,"2011Q3","Neuchâtel",2011-09-01,"CK 28 ..... Fabrication de machines et équipements n.c.a.",354,NA,NA
"2284",24,"2011Q3","Neuchâtel",2011-09-01,"CL 29-30 ..... Fabrication de matériels de transport",19,NA,NA
"2285",24,"2011Q3","Neuchâtel",2011-09-01,"CM 31-33 ..... Autres industries manufacturières; réparation et installation",1299.6,NA,NA
"2286",24,"2011Q3","Neuchâtel",2011-09-01,"D 35 > Production et distribution d'énergie",2,NA,NA
"2287",24,"2011Q3","Neuchâtel",2011-09-01,"E 36-39 > Production et distribution d'eau, gestion des déchets",0,NA,NA
"2288",24,"2011Q3","Neuchâtel",2011-09-01,"F 41-43 > Construction",288,NA,NA
"2289",24,"2011Q3","Neuchâtel",2011-09-01,"FA 41-42 ..... Construction de bâtiments et génie civil",104,NA,NA
"2290",24,"2011Q3","Neuchâtel",2011-09-01,"FB 43 ..... Travaux de construction spécialisés",184,NA,NA
"2291",24,"2011Q3","Neuchâtel",2011-09-01,"G 45 ..... Commerce et réparation d'automobiles et de motocycles",89,NA,NA
"2292",24,"2011Q3","Neuchâtel",2011-09-01,"G 45-47 > Commerce; réparation d'automobiles et de motocycles",1099,NA,NA
"2293",24,"2011Q3","Neuchâtel",2011-09-01,"G 46 ..... Commerce de gros",469,NA,NA
"2294",24,"2011Q3","Neuchâtel",2011-09-01,"G 47 ..... Commerce de détail",541,NA,NA
"2295",24,"2011Q3","Neuchâtel",2011-09-01,"G-U 45-99 - Secteur tertiaire",4060.1,63494,6.3944624688947
"2296",24,"2011Q3","Neuchâtel",2011-09-01,"H 49-53 > Transports et entreposage",147,NA,NA
"2297",24,"2011Q3","Neuchâtel",2011-09-01,"HA 49 ..... Transports terrestres et transport par conduites",103,NA,NA
"2298",24,"2011Q3","Neuchâtel",2011-09-01,"HB 50-51 ..... Transports par eau, transports aériens",15,NA,NA
"2299",24,"2011Q3","Neuchâtel",2011-09-01,"HC 52 ..... Entreposage et services auxiliaires des transports",22,NA,NA
"2300",24,"2011Q3","Neuchâtel",2011-09-01,"HD 53 ..... Activités de poste et de courrier",7,NA,NA
"2301",24,"2011Q3","Neuchâtel",2011-09-01,"I 55 ..... Hébergement",81,NA,NA
"2302",24,"2011Q3","Neuchâtel",2011-09-01,"I 55-56 > Hébergement et restauration",246.6,NA,NA
"2303",24,"2011Q3","Neuchâtel",2011-09-01,"I 56 ..... Restauration",165.6,NA,NA
"2304",24,"2011Q3","Neuchâtel",2011-09-01,"J 58-63 > Information et communication",136.1,NA,NA
"2305",24,"2011Q3","Neuchâtel",2011-09-01,"JA 58-60 ..... Édition, audiovisuel et diffusion",15,NA,NA
"2306",24,"2011Q3","Neuchâtel",2011-09-01,"JB 61 ..... Télécommunications",2,NA,NA
"2307",24,"2011Q3","Neuchâtel",2011-09-01,"JC 62-63 ..... Activités informatiques et services d’information",119.1,NA,NA
"2308",24,"2011Q3","Neuchâtel",2011-09-01,"K 64 ..... Activités des services financiers",6,NA,NA
"2309",24,"2011Q3","Neuchâtel",2011-09-01,"K 64-66 > Activités financières et d'assurance",14,NA,NA
"2310",24,"2011Q3","Neuchâtel",2011-09-01,"K 65 ..... Assurance",8,NA,NA
"2311",24,"2011Q3","Neuchâtel",2011-09-01,"K 66 ..... Activités auxiliaires de services financiers et d'assurance",0,NA,NA
"2312",24,"2011Q3","Neuchâtel",2011-09-01,"L 68 > Activités immobilières",6,NA,NA
"2313",24,"2011Q3","Neuchâtel",2011-09-01,"M 69-75 > Activités spécialisées, scientifiques et techniques",563,NA,NA
"2314",24,"2011Q3","Neuchâtel",2011-09-01,"MA 69 ..... Activités juridiques et comptables",125.9,NA,NA
"2315",24,"2011Q3","Neuchâtel",2011-09-01,"MB 70 ..... Activités des sièges sociaux; conseil de gestion",126.6,NA,NA
"2316",24,"2011Q3","Neuchâtel",2011-09-01,"MC 71 ..... Activités d'architecture et d'ingénierie",200.6,NA,NA
"2317",24,"2011Q3","Neuchâtel",2011-09-01,"MD 72 ..... Recherche-développement scientifique",4,NA,NA
"2318",24,"2011Q3","Neuchâtel",2011-09-01,"ME 73-75 ..... Autres activités spécialisées, scientifiques, techniques",106,NA,NA
"2319",24,"2011Q3","Neuchâtel",2011-09-01,"N 77-82 > Activités de services administratifs et de soutien",943.1,NA,NA
"2320",24,"2011Q3","Neuchâtel",2011-09-01,"NA 77; 79-82 ..... Autres activités de services administratifs et de soutien",193.1,NA,NA
"2321",24,"2011Q3","Neuchâtel",2011-09-01,"NB 78 ..... Activités liées à l'emploi",750,NA,NA
"2322",24,"2011Q3","Neuchâtel",2011-09-01,"O 84 > Administration publique",6,NA,NA
"2323",24,"2011Q3","Neuchâtel",2011-09-01,"P 85 > Enseignement",44.6,NA,NA
"2324",24,"2011Q3","Neuchâtel",2011-09-01,"Q 86 ..... Activités pour la santé humaine",433.6,NA,NA
"2325",24,"2011Q3","Neuchâtel",2011-09-01,"Q 86-88 > Santé humaine et action sociale",727.1,NA,NA
"2326",24,"2011Q3","Neuchâtel",2011-09-01,"Q 87 ..... Hébergement médico-social et social",216,NA,NA
"2327",24,"2011Q3","Neuchâtel",2011-09-01,"Q 88 ..... Action sociale sans hébergement",77.5,NA,NA
"2328",24,"2011Q3","Neuchâtel",2011-09-01,"R 90-93 > Arts, spectacles et activités récréatives",23,NA,NA
"2329",24,"2011Q3","Neuchâtel",2011-09-01,"S 94-96 > Autres activités de services",104.6,NA,NA
"2330",24,"2011Q3","Neuchâtel",2011-09-01,"T 97-98 > Activités des ménages en tant qu'employeurs et producteurs",0,NA,NA
"2331",24,"2011Q3","Neuchâtel",2011-09-01,"U 99 > Activités extra-territoriales",0,NA,NA
"2332",24,"2011Q4","Neuchâtel",2011-12-01,"A 01-03 - Secteur primaire",29,2520,1.15079365079365
"2333",24,"2011Q4","Neuchâtel",2011-12-01,"A-U 01-99 Total",10403.3,100958,10.304582103449
"2334",24,"2011Q4","Neuchâtel",2011-12-01,"B 05-09 > Industries extractives",4,NA,NA
"2335",24,"2011Q4","Neuchâtel",2011-12-01,"B-F 05-43 - Secteur secondaire",6225.4,34944,17.8153617216117
"2336",24,"2011Q4","Neuchâtel",2011-12-01,"C 10-33 > Industrie manufacturière",5932.4,NA,NA
"2337",24,"2011Q4","Neuchâtel",2011-12-01,"CA 10-12 ..... Industries alimentaires et du tabac",40,NA,NA
"2338",24,"2011Q4","Neuchâtel",2011-12-01,"CB 13-15 ..... Industries du textile et de l’habillement",65,NA,NA
"2339",24,"2011Q4","Neuchâtel",2011-12-01,"CC 16-18 ..... Industries du bois et du papier ; imprimerie",75,NA,NA
"2340",24,"2011Q4","Neuchâtel",2011-12-01,"CD,CE 19-20 ..... Cokéfaction, raffinage et industrie chimique",134,NA,NA
"2341",24,"2011Q4","Neuchâtel",2011-12-01,"CF 21 ..... Industrie pharmaceutique",134,NA,NA
"2342",24,"2011Q4","Neuchâtel",2011-12-01,"CG 22-23 ..... Industries du caoutchouc et du plastique",137,NA,NA
"2343",24,"2011Q4","Neuchâtel",2011-12-01,"CH 24-25 ..... Fabrication de produits métalliques",452,NA,NA
"2344",24,"2011Q4","Neuchâtel",2011-12-01,"CI 26 ..... Fabrication de produits informatiques et électroniques; horlogerie",2955.7,NA,NA
"2345",24,"2011Q4","Neuchâtel",2011-12-01,"CJ 27 ..... Fabrication d'équipements électriques",211,NA,NA
"2346",24,"2011Q4","Neuchâtel",2011-12-01,"CK 28 ..... Fabrication de machines et équipements n.c.a.",352,NA,NA
"2347",24,"2011Q4","Neuchâtel",2011-12-01,"CL 29-30 ..... Fabrication de matériels de transport",24,NA,NA
"2348",24,"2011Q4","Neuchâtel",2011-12-01,"CM 31-33 ..... Autres industries manufacturières; réparation et installation",1352.6,NA,NA
"2349",24,"2011Q4","Neuchâtel",2011-12-01,"D 35 > Production et distribution d'énergie",1,NA,NA
"2350",24,"2011Q4","Neuchâtel",2011-12-01,"E 36-39 > Production et distribution d'eau, gestion des déchets",1,NA,NA
"2351",24,"2011Q4","Neuchâtel",2011-12-01,"F 41-43 > Construction",287,NA,NA
"2352",24,"2011Q4","Neuchâtel",2011-12-01,"FA 41-42 ..... Construction de bâtiments et génie civil",97,NA,NA
"2353",24,"2011Q4","Neuchâtel",2011-12-01,"FB 43 ..... Travaux de construction spécialisés",190,NA,NA
"2354",24,"2011Q4","Neuchâtel",2011-12-01,"G 45 ..... Commerce et réparation d'automobiles et de motocycles",113,NA,NA
"2355",24,"2011Q4","Neuchâtel",2011-12-01,"G 45-47 > Commerce; réparation d'automobiles et de motocycles",1142,NA,NA
"2356",24,"2011Q4","Neuchâtel",2011-12-01,"G 46 ..... Commerce de gros",468,NA,NA
"2357",24,"2011Q4","Neuchâtel",2011-12-01,"G 47 ..... Commerce de détail",561,NA,NA
"2358",24,"2011Q4","Neuchâtel",2011-12-01,"G-U 45-99 - Secteur tertiaire",4149,63494,6.5344756984912
"2359",24,"2011Q4","Neuchâtel",2011-12-01,"H 49-53 > Transports et entreposage",147,NA,NA
"2360",24,"2011Q4","Neuchâtel",2011-12-01,"HA 49 ..... Transports terrestres et transport par conduites",100,NA,NA
"2361",24,"2011Q4","Neuchâtel",2011-12-01,"HB 50-51 ..... Transports par eau, transports aériens",14,NA,NA
"2362",24,"2011Q4","Neuchâtel",2011-12-01,"HC 52 ..... Entreposage et services auxiliaires des transports",25,NA,NA
"2363",24,"2011Q4","Neuchâtel",2011-12-01,"HD 53 ..... Activités de poste et de courrier",8,NA,NA
"2364",24,"2011Q4","Neuchâtel",2011-12-01,"I 55 ..... Hébergement",66.6,NA,NA
"2365",24,"2011Q4","Neuchâtel",2011-12-01,"I 55-56 > Hébergement et restauration",243.6,NA,NA
"2366",24,"2011Q4","Neuchâtel",2011-12-01,"I 56 ..... Restauration",177,NA,NA
"2367",24,"2011Q4","Neuchâtel",2011-12-01,"J 58-63 > Information et communication",135,NA,NA
"2368",24,"2011Q4","Neuchâtel",2011-12-01,"JA 58-60 ..... Édition, audiovisuel et diffusion",12,NA,NA
"2369",24,"2011Q4","Neuchâtel",2011-12-01,"JB 61 ..... Télécommunications",3,NA,NA
"2370",24,"2011Q4","Neuchâtel",2011-12-01,"JC 62-63 ..... Activités informatiques et services d’information",120,NA,NA
"2371",24,"2011Q4","Neuchâtel",2011-12-01,"K 64 ..... Activités des services financiers",5,NA,NA
"2372",24,"2011Q4","Neuchâtel",2011-12-01,"K 64-66 > Activités financières et d'assurance",13,NA,NA
"2373",24,"2011Q4","Neuchâtel",2011-12-01,"K 65 ..... Assurance",8,NA,NA
"2374",24,"2011Q4","Neuchâtel",2011-12-01,"K 66 ..... Activités auxiliaires de services financiers et d'assurance",0,NA,NA
"2375",24,"2011Q4","Neuchâtel",2011-12-01,"L 68 > Activités immobilières",5,NA,NA
"2376",24,"2011Q4","Neuchâtel",2011-12-01,"M 69-75 > Activités spécialisées, scientifiques et techniques",602.1,NA,NA
"2377",24,"2011Q4","Neuchâtel",2011-12-01,"MA 69 ..... Activités juridiques et comptables",147.2,NA,NA
"2378",24,"2011Q4","Neuchâtel",2011-12-01,"MB 70 ..... Activités des sièges sociaux; conseil de gestion",130,NA,NA
"2379",24,"2011Q4","Neuchâtel",2011-12-01,"MC 71 ..... Activités d'architecture et d'ingénierie",221.8,NA,NA
"2380",24,"2011Q4","Neuchâtel",2011-12-01,"MD 72 ..... Recherche-développement scientifique",3,NA,NA
"2381",24,"2011Q4","Neuchâtel",2011-12-01,"ME 73-75 ..... Autres activités spécialisées, scientifiques, techniques",100.1,NA,NA
"2382",24,"2011Q4","Neuchâtel",2011-12-01,"N 77-82 > Activités de services administratifs et de soutien",939.2,NA,NA
"2383",24,"2011Q4","Neuchâtel",2011-12-01,"NA 77; 79-82 ..... Autres activités de services administratifs et de soutien",221.6,NA,NA
"2384",24,"2011Q4","Neuchâtel",2011-12-01,"NB 78 ..... Activités liées à l'emploi",717.6,NA,NA
"2385",24,"2011Q4","Neuchâtel",2011-12-01,"O 84 > Administration publique",6,NA,NA
"2386",24,"2011Q4","Neuchâtel",2011-12-01,"P 85 > Enseignement",46,NA,NA
"2387",24,"2011Q4","Neuchâtel",2011-12-01,"Q 86 ..... Activités pour la santé humaine",426.1,NA,NA
"2388",24,"2011Q4","Neuchâtel",2011-12-01,"Q 86-88 > Santé humaine et action sociale",764.1,NA,NA
"2389",24,"2011Q4","Neuchâtel",2011-12-01,"Q 87 ..... Hébergement médico-social et social",241,NA,NA
"2390",24,"2011Q4","Neuchâtel",2011-12-01,"Q 88 ..... Action sociale sans hébergement",97,NA,NA
"2391",24,"2011Q4","Neuchâtel",2011-12-01,"R 90-93 > Arts, spectacles et activités récréatives",30,NA,NA
"2392",24,"2011Q4","Neuchâtel",2011-12-01,"S 94-96 > Autres activités de services",76,NA,NA
"2393",24,"2011Q4","Neuchâtel",2011-12-01,"T 97-98 > Activités des ménages en tant qu'employeurs et producteurs",0,NA,NA
"2394",24,"2011Q4","Neuchâtel",2011-12-01,"U 99 > Activités extra-territoriales",0,NA,NA
"2395",24,"2012Q1","Neuchâtel",2012-03-01,"A 01-03 - Secteur primaire",31,2464,1.25811688311688
"2396",24,"2012Q1","Neuchâtel",2012-03-01,"A-U 01-99 Total",10635.7,102490,10.3773051029369
"2397",24,"2012Q1","Neuchâtel",2012-03-01,"B 05-09 > Industries extractives",6,NA,NA
"2398",24,"2012Q1","Neuchâtel",2012-03-01,"B-F 05-43 - Secteur secondaire",6514.1,35690,18.2518912860745
"2399",24,"2012Q1","Neuchâtel",2012-03-01,"C 10-33 > Industrie manufacturière",6210.1,NA,NA
"2400",24,"2012Q1","Neuchâtel",2012-03-01,"CA 10-12 ..... Industries alimentaires et du tabac",43,NA,NA
"2401",24,"2012Q1","Neuchâtel",2012-03-01,"CB 13-15 ..... Industries du textile et de l’habillement",71,NA,NA
"2402",24,"2012Q1","Neuchâtel",2012-03-01,"CC 16-18 ..... Industries du bois et du papier ; imprimerie",73,NA,NA
"2403",24,"2012Q1","Neuchâtel",2012-03-01,"CD,CE 19-20 ..... Cokéfaction, raffinage et industrie chimique",158,NA,NA
"2404",24,"2012Q1","Neuchâtel",2012-03-01,"CF 21 ..... Industrie pharmaceutique",130,NA,NA
"2405",24,"2012Q1","Neuchâtel",2012-03-01,"CG 22-23 ..... Industries du caoutchouc et du plastique",138,NA,NA
"2406",24,"2012Q1","Neuchâtel",2012-03-01,"CH 24-25 ..... Fabrication de produits métalliques",485,NA,NA
"2407",24,"2012Q1","Neuchâtel",2012-03-01,"CI 26 ..... Fabrication de produits informatiques et électroniques; horlogerie",3044,NA,NA
"2408",24,"2012Q1","Neuchâtel",2012-03-01,"CJ 27 ..... Fabrication d'équipements électriques",255,NA,NA
"2409",24,"2012Q1","Neuchâtel",2012-03-01,"CK 28 ..... Fabrication de machines et équipements n.c.a.",335,NA,NA
"2410",24,"2012Q1","Neuchâtel",2012-03-01,"CL 29-30 ..... Fabrication de matériels de transport",31,NA,NA
"2411",24,"2012Q1","Neuchâtel",2012-03-01,"CM 31-33 ..... Autres industries manufacturières; réparation et installation",1447.1,NA,NA
"2412",24,"2012Q1","Neuchâtel",2012-03-01,"D 35 > Production et distribution d'énergie",1,NA,NA
"2413",24,"2012Q1","Neuchâtel",2012-03-01,"E 36-39 > Production et distribution d'eau, gestion des déchets",1,NA,NA
"2414",24,"2012Q1","Neuchâtel",2012-03-01,"F 41-43 > Construction",296,NA,NA
"2415",24,"2012Q1","Neuchâtel",2012-03-01,"FA 41-42 ..... Construction de bâtiments et génie civil",108,NA,NA
"2416",24,"2012Q1","Neuchâtel",2012-03-01,"FB 43 ..... Travaux de construction spécialisés",188,NA,NA
"2417",24,"2012Q1","Neuchâtel",2012-03-01,"G 45 ..... Commerce et réparation d'automobiles et de motocycles",106,NA,NA
"2418",24,"2012Q1","Neuchâtel",2012-03-01,"G 45-47 > Commerce; réparation d'automobiles et de motocycles",1037,NA,NA
"2419",24,"2012Q1","Neuchâtel",2012-03-01,"G 46 ..... Commerce de gros",358,NA,NA
"2420",24,"2012Q1","Neuchâtel",2012-03-01,"G 47 ..... Commerce de détail",573,NA,NA
"2421",24,"2012Q1","Neuchâtel",2012-03-01,"G-U 45-99 - Secteur tertiaire",4090.6,64336,6.3581820442676
"2422",24,"2012Q1","Neuchâtel",2012-03-01,"H 49-53 > Transports et entreposage",153,NA,NA
"2423",24,"2012Q1","Neuchâtel",2012-03-01,"HA 49 ..... Transports terrestres et transport par conduites",100,NA,NA
"2424",24,"2012Q1","Neuchâtel",2012-03-01,"HB 50-51 ..... Transports par eau, transports aériens",16,NA,NA
"2425",24,"2012Q1","Neuchâtel",2012-03-01,"HC 52 ..... Entreposage et services auxiliaires des transports",30,NA,NA
"2426",24,"2012Q1","Neuchâtel",2012-03-01,"HD 53 ..... Activités de poste et de courrier",7,NA,NA
"2427",24,"2012Q1","Neuchâtel",2012-03-01,"I 55 ..... Hébergement",70,NA,NA
"2428",24,"2012Q1","Neuchâtel",2012-03-01,"I 55-56 > Hébergement et restauration",226,NA,NA
"2429",24,"2012Q1","Neuchâtel",2012-03-01,"I 56 ..... Restauration",156,NA,NA
"2430",24,"2012Q1","Neuchâtel",2012-03-01,"J 58-63 > Information et communication",160.6,NA,NA
"2431",24,"2012Q1","Neuchâtel",2012-03-01,"JA 58-60 ..... Édition, audiovisuel et diffusion",18,NA,NA
"2432",24,"2012Q1","Neuchâtel",2012-03-01,"JB 61 ..... Télécommunications",3,NA,NA
"2433",24,"2012Q1","Neuchâtel",2012-03-01,"JC 62-63 ..... Activités informatiques et services d’information",139.6,NA,NA
"2434",24,"2012Q1","Neuchâtel",2012-03-01,"K 64 ..... Activités des services financiers",8,NA,NA
"2435",24,"2012Q1","Neuchâtel",2012-03-01,"K 64-66 > Activités financières et d'assurance",17,NA,NA
"2436",24,"2012Q1","Neuchâtel",2012-03-01,"K 65 ..... Assurance",8,NA,NA
"2437",24,"2012Q1","Neuchâtel",2012-03-01,"K 66 ..... Activités auxiliaires de services financiers et d'assurance",1,NA,NA
"2438",24,"2012Q1","Neuchâtel",2012-03-01,"L 68 > Activités immobilières",5,NA,NA
"2439",24,"2012Q1","Neuchâtel",2012-03-01,"M 69-75 > Activités spécialisées, scientifiques et techniques",605.3,NA,NA
"2440",24,"2012Q1","Neuchâtel",2012-03-01,"MA 69 ..... Activités juridiques et comptables",136.1,NA,NA
"2441",24,"2012Q1","Neuchâtel",2012-03-01,"MB 70 ..... Activités des sièges sociaux; conseil de gestion",141,NA,NA
"2442",24,"2012Q1","Neuchâtel",2012-03-01,"MC 71 ..... Activités d'architecture et d'ingénierie",215.7,NA,NA
"2443",24,"2012Q1","Neuchâtel",2012-03-01,"MD 72 ..... Recherche-développement scientifique",4,NA,NA
"2444",24,"2012Q1","Neuchâtel",2012-03-01,"ME 73-75 ..... Autres activités spécialisées, scientifiques, techniques",108.6,NA,NA
"2445",24,"2012Q1","Neuchâtel",2012-03-01,"N 77-82 > Activités de services administratifs et de soutien",906.1,NA,NA
"2446",24,"2012Q1","Neuchâtel",2012-03-01,"NA 77; 79-82 ..... Autres activités de services administratifs et de soutien",223.1,NA,NA
"2447",24,"2012Q1","Neuchâtel",2012-03-01,"NB 78 ..... Activités liées à l'emploi",683,NA,NA
"2448",24,"2012Q1","Neuchâtel",2012-03-01,"O 84 > Administration publique",5,NA,NA
"2449",24,"2012Q1","Neuchâtel",2012-03-01,"P 85 > Enseignement",43,NA,NA
"2450",24,"2012Q1","Neuchâtel",2012-03-01,"Q 86 ..... Activités pour la santé humaine",426,NA,NA
"2451",24,"2012Q1","Neuchâtel",2012-03-01,"Q 86-88 > Santé humaine et action sociale",791.6,NA,NA
"2452",24,"2012Q1","Neuchâtel",2012-03-01,"Q 87 ..... Hébergement médico-social et social",279.6,NA,NA
"2453",24,"2012Q1","Neuchâtel",2012-03-01,"Q 88 ..... Action sociale sans hébergement",86,NA,NA
"2454",24,"2012Q1","Neuchâtel",2012-03-01,"R 90-93 > Arts, spectacles et activités récréatives",23,NA,NA
"2455",24,"2012Q1","Neuchâtel",2012-03-01,"S 94-96 > Autres activités de services",118,NA,NA
"2456",24,"2012Q1","Neuchâtel",2012-03-01,"T 97-98 > Activités des ménages en tant qu'employeurs et producteurs",0,NA,NA
"2457",24,"2012Q1","Neuchâtel",2012-03-01,"U 99 > Activités extra-territoriales",0,NA,NA
"2458",24,"2012Q2","Neuchâtel",2012-06-01,"A 01-03 - Secteur primaire",35,2464,1.42045454545455
"2459",24,"2012Q2","Neuchâtel",2012-06-01,"A-U 01-99 Total",10945.3,102490,10.6793833544736
"2460",24,"2012Q2","Neuchâtel",2012-06-01,"B 05-09 > Industries extractives",2,NA,NA
"2461",24,"2012Q2","Neuchâtel",2012-06-01,"B-F 05-43 - Secteur secondaire",6632.2,35690,18.582796301485
"2462",24,"2012Q2","Neuchâtel",2012-06-01,"C 10-33 > Industrie manufacturière",6337.2,NA,NA
"2463",24,"2012Q2","Neuchâtel",2012-06-01,"CA 10-12 ..... Industries alimentaires et du tabac",39,NA,NA
"2464",24,"2012Q2","Neuchâtel",2012-06-01,"CB 13-15 ..... Industries du textile et de l’habillement",65,NA,NA
"2465",24,"2012Q2","Neuchâtel",2012-06-01,"CC 16-18 ..... Industries du bois et du papier ; imprimerie",73.6,NA,NA
"2466",24,"2012Q2","Neuchâtel",2012-06-01,"CD,CE 19-20 ..... Cokéfaction, raffinage et industrie chimique",161,NA,NA
"2467",24,"2012Q2","Neuchâtel",2012-06-01,"CF 21 ..... Industrie pharmaceutique",149,NA,NA
"2468",24,"2012Q2","Neuchâtel",2012-06-01,"CG 22-23 ..... Industries du caoutchouc et du plastique",133,NA,NA
"2469",24,"2012Q2","Neuchâtel",2012-06-01,"CH 24-25 ..... Fabrication de produits métalliques",478,NA,NA
"2470",24,"2012Q2","Neuchâtel",2012-06-01,"CI 26 ..... Fabrication de produits informatiques et électroniques; horlogerie",3164.6,NA,NA
"2471",24,"2012Q2","Neuchâtel",2012-06-01,"CJ 27 ..... Fabrication d'équipements électriques",248,NA,NA
"2472",24,"2012Q2","Neuchâtel",2012-06-01,"CK 28 ..... Fabrication de machines et équipements n.c.a.",344,NA,NA
"2473",24,"2012Q2","Neuchâtel",2012-06-01,"CL 29-30 ..... Fabrication de matériels de transport",26,NA,NA
"2474",24,"2012Q2","Neuchâtel",2012-06-01,"CM 31-33 ..... Autres industries manufacturières; réparation et installation",1456,NA,NA
"2475",24,"2012Q2","Neuchâtel",2012-06-01,"D 35 > Production et distribution d'énergie",2,NA,NA
"2476",24,"2012Q2","Neuchâtel",2012-06-01,"E 36-39 > Production et distribution d'eau, gestion des déchets",0,NA,NA
"2477",24,"2012Q2","Neuchâtel",2012-06-01,"F 41-43 > Construction",291,NA,NA
"2478",24,"2012Q2","Neuchâtel",2012-06-01,"FA 41-42 ..... Construction de bâtiments et génie civil",105,NA,NA
"2479",24,"2012Q2","Neuchâtel",2012-06-01,"FB 43 ..... Travaux de construction spécialisés",186,NA,NA
"2480",24,"2012Q2","Neuchâtel",2012-06-01,"G 45 ..... Commerce et réparation d'automobiles et de motocycles",111,NA,NA
"2481",24,"2012Q2","Neuchâtel",2012-06-01,"G 45-47 > Commerce; réparation d'automobiles et de motocycles",1048,NA,NA
"2482",24,"2012Q2","Neuchâtel",2012-06-01,"G 46 ..... Commerce de gros",355,NA,NA
"2483",24,"2012Q2","Neuchâtel",2012-06-01,"G 47 ..... Commerce de détail",582,NA,NA
"2484",24,"2012Q2","Neuchâtel",2012-06-01,"G-U 45-99 - Secteur tertiaire",4278.1,64336,6.64962074110918
"2485",24,"2012Q2","Neuchâtel",2012-06-01,"H 49-53 > Transports et entreposage",158,NA,NA
"2486",24,"2012Q2","Neuchâtel",2012-06-01,"HA 49 ..... Transports terrestres et transport par conduites",105,NA,NA
"2487",24,"2012Q2","Neuchâtel",2012-06-01,"HB 50-51 ..... Transports par eau, transports aériens",17,NA,NA
"2488",24,"2012Q2","Neuchâtel",2012-06-01,"HC 52 ..... Entreposage et services auxiliaires des transports",29,NA,NA
"2489",24,"2012Q2","Neuchâtel",2012-06-01,"HD 53 ..... Activités de poste et de courrier",7,NA,NA
"2490",24,"2012Q2","Neuchâtel",2012-06-01,"I 55 ..... Hébergement",76,NA,NA
"2491",24,"2012Q2","Neuchâtel",2012-06-01,"I 55-56 > Hébergement et restauration",241,NA,NA
"2492",24,"2012Q2","Neuchâtel",2012-06-01,"I 56 ..... Restauration",165,NA,NA
"2493",24,"2012Q2","Neuchâtel",2012-06-01,"J 58-63 > Information et communication",156,NA,NA
"2494",24,"2012Q2","Neuchâtel",2012-06-01,"JA 58-60 ..... Édition, audiovisuel et diffusion",14,NA,NA
